,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Engine Operating Time,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,ABV Learning Value,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage,Seat Switch State,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle
50,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3290710793610607,0.0180967873644401,0.527331189710611,0.6312925170068027,0.0,0.0,0.0,0.0,0.3482086737900691,1.0,0.0,0.0253503709810387,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.8514588859416443,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.5294117652595336,0.9414893617021276,0.0253503709810387,0.0030674846625767,0.0,0.5742957966338356,0.5722230714808115,0.4242841702599839,0.4624833191799102,0.5089887404758264,0.5714752740368358,0.854873682431007,0.8092789314093567,0.6235688183907191
55,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1428571427555545,0.4583333333333333,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3262504701093944,0.0180967873644401,0.5209003215434084,0.6244897959183673,0.0,0.0,0.0,0.0,0.3463230672532998,1.0,0.0,0.0302967848309975,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.8090185676392572,0.346058091286307,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.6470588262976644,0.952127659574468,0.0302967848309975,0.0030674846625767,0.0,0.5711177872344275,0.5731470468463904,0.4228805893119687,0.4114744571900138,0.5571727063321409,0.6157197618393652,0.8439234769144445,0.8379697543179156,0.6938946500548989
60,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1428571427555545,0.4583333333333333,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3262504701093944,0.0180967873644401,0.5209003215434084,0.6244897959183673,0.0,0.0,0.0,0.0,0.3463230672532998,1.0,0.0,0.0302967848309975,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.8090185676392572,0.346058091286307,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.6470588262976644,0.952127659574468,0.0302967848309975,0.0030674846625767,0.0,0.5477615400683642,0.553084715929407,0.4238207650249718,0.4822947416663296,0.5226724201091204,0.6069757243359593,0.8431134351346175,0.8308272373153699,0.6602829074671579
65,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3303873635822281,0.0180967873644401,0.527331189710611,0.6326530612244896,0.0,0.0,0.0,0.0,0.349465744814582,1.0,0.0,0.0276174773289364,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7559681697612732,0.3493775933609958,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.952127659574468,0.0276174773289365,0.0030674846625767,0.0,0.6008453588487787,0.5540131412639094,0.4219404904107069,0.4910803480094595,0.4648079448092703,0.5769445207405697,0.8516494481158301,0.746916072663782,0.509554616040455
70,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1904761905777788,0.625,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3273787137619226,0.0180967873644401,0.5353697749196141,0.6448979591836734,0.0,0.0,0.0,0.0,0.3469516027655562,1.0,0.0,0.0140148392415498,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3468879668049793,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9468085106382976,0.0140148392415498,0.0030674846625767,0.0,0.6167658432169276,0.5552465917409891,0.4205369862744331,0.484715426332556,0.4790014449474417,0.580252140151909,0.8464740463277668,0.7649720139532259,0.5456628175182688
75,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1904761905777788,0.625,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3273787137619226,0.0180967873644401,0.5353697749196141,0.6448979591836734,0.0,0.0,0.0,0.0,0.3469516027655562,1.0,0.0,0.0140148392415498,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3468879668049793,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9468085106382976,0.0140148392415498,0.0030674846625767,0.0,0.6029589298985601,0.5598753179389018,0.4228805893119687,0.4299416789105009,0.5081882888423487,0.583494375911678,0.8552506389592192,0.8095520297834073,0.6233077588741266
80,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3264385106780337,0.0180967873644401,0.5257234726688103,0.6299319727891155,0.0,0.0,0.0,0.0,0.3469516027655562,1.0,0.0,0.0234954657873041,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7427055702917773,0.3468879668049793,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.8235294084428038,0.9361702127659574,0.0234954657873041,0.0030674846625767,0.0,0.6157015787951359,0.5626560934056567,0.4233506771684703,0.4743167790703073,0.5536793566472599,0.6093335025830646,0.836239802462693,0.8646670885022264,0.7232077475415997
85,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3264385106780337,0.0180967873644401,0.5257234726688103,0.6299319727891155,0.0,0.0,0.0,0.0,0.3469516027655562,1.0,0.0,0.0234954657873041,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7427055702917773,0.3468879668049793,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.8235294084428038,0.9361702127659574,0.0234954657873041,0.0030674846625767,0.0,0.5859740071807846,0.5780852987236326,0.4261644448742487,0.4872255995734502,0.4629881561734946,0.5773048147536158,0.847628233424738,0.7493447594184736,0.5109366450136779
90,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3292591199297,0.0180967873644401,0.527331189710611,0.6312925170068027,0.0,0.0,0.0,0.0,0.3488372093023255,1.0,0.0,0.0234954657873041,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7647058779237366,0.957446808510638,0.0234954657873041,0.0030674846625767,0.0,0.578553550032342,0.5780852987236326,0.4247541813047442,0.4288659438685723,0.5731859951060879,0.6001964792408274,0.8335540326032869,0.8486352166165857,0.7242601519645578
95,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3292591199297,0.0180967873644401,0.527331189710611,0.6312925170068027,0.0,0.0,0.0,0.0,0.3488372093023255,1.0,0.0,0.0234954657873041,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7647058779237366,0.957446808510638,0.0234954657873041,0.0030674846625767,0.0,0.6252507387149969,0.5743849472923935,0.4252242691612457,0.4027787138507345,0.5469826803911846,0.6264614203627124,0.8460153230946034,0.831853691720451,0.6773823564909389
100,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3294471604983394,0.0180967873644401,0.527331189710611,0.6340136054421768,0.0,0.0,0.0,0.0,0.3488372093023255,1.0,0.0,0.0259686727122835,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9308510638297872,0.0259686727122835,0.0030674846625767,0.0,0.5902315866514561,0.5518512654523274,0.4280380368670242,0.489466932661158,0.4855518936168466,0.5801866197144567,0.848858661497966,0.7691153005271716,0.5566026976964493
105,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3294471604983394,0.0180967873644401,0.527331189710611,0.6340136054421768,0.0,0.0,0.0,0.0,0.3488372093023255,1.0,0.0,0.0259686727122835,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9308510638297872,0.0259686727122835,0.0030674846625767,0.0,0.5774891116827153,0.5533941910409078,0.4256943570177472,0.4472436770143915,0.45410870637835,0.5724578070268549,0.8647583194036378,0.7748046258271845,0.5265678758117953
110,0.8571428571428612,0.0,0.0,0.8666666666666666,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3232418201687428,0.0180967873644401,0.5192926045016077,0.6272108843537414,0.0,0.0,0.0,0.0,0.343808925204274,1.0,0.0,0.0276174773289364,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7135278514588859,0.3435684647302904,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.952127659574468,0.0276174773289365,0.0030674846625767,0.0,0.5838604361310032,0.564813569816144,0.4210069973191934,0.5020174244364466,0.4822038594962657,0.5917799071388005,0.8390507315049403,0.7504890839066536,0.5367741268136176
115,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1785714286222227,0.5833333333333334,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3285069574144506,0.0180967873644401,0.5337620578778135,0.6421768707482993,0.0,0.0,0.0,0.0,0.3482086737900691,1.0,0.0,0.0171063478977741,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.8514588859416443,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.952127659574468,0.0171063478977741,0.0030674846625767,0.0,0.5477615400683642,0.5697517711255574,0.41959681056143,0.4513672656035873,0.526239035591065,0.5925987074281299,0.8457077806863752,0.8259635370242804,0.6590238473046337
120,0.8571428571428612,0.0,0.0,0.7999999999999997,0.0,0.0,0.1785714286222227,0.5833333333333334,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3285069574144506,0.0180967873644401,0.5337620578778135,0.6421768707482993,0.0,0.0,0.0,0.0,0.3482086737900691,1.0,0.0,0.0171063478977741,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.8514588859416443,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.952127659574468,0.0171063478977741,0.0030674846625767,0.0,0.55731087391606,0.5561749665076628,0.4205369862744331,0.4151498540475045,0.5383212039424903,0.6099229129483704,0.8469782586867679,0.8283201245461014,0.6693671878294991
125,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.202380952279364,0.6666666666666667,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3239939826839922,0.0180967873644401,0.5337620578778135,0.6462585034013604,0.0,0.0,0.0,0.0,0.3444374607165305,1.0,0.0,0.0121599340478152,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.819628647214854,0.3443983402489626,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7647058779237366,0.9308510638297872,0.0121599340478152,0.0030674846625767,0.0,0.5774891116827153,0.5543226163754102,0.4210069973191934,0.5033616252023789,0.4884630690221569,0.5836254167865823,0.8396188933619823,0.7601997364754005,0.5516744956121357
130,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.202380952279364,0.6666666666666667,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3239939826839922,0.0180967873644401,0.5337620578778135,0.6462585034013604,0.0,0.0,0.0,0.0,0.3444374607165305,1.0,0.0,0.0121599340478152,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.819628647214854,0.3443983402489626,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7647058779237366,0.9308510638297872,0.0121599340478152,0.0030674846625767,0.0,0.6125233954678929,0.5595702927963245,0.4214704025542054,0.4914390511664966,0.4605135354759981,0.5902736210068098,0.8427958689087272,0.7402134712759554,0.5042645504682165
135,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3294471604983394,0.0180967873644401,0.527331189710611,0.6299319727891155,0.0,0.0,0.0,0.0,0.3488372093023255,1.0,0.0,0.0257625721352019,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.3485477178423237,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.5294117652595336,0.9308510638297872,0.025762572135202,0.0030674846625767,0.0,0.6220727293155888,0.5608037432734041,0.4214704025542054,0.386015519340765,0.5341000604062817,0.5852300519676923,0.8573535078852502,0.8196683994185638,0.6581279120461192
140,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1785714286222227,0.5833333333333334,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3256863481627844,0.0180967873644401,0.5305466237942122,0.6340136054421768,0.0,0.0,0.0,0.0,0.3463230672532998,1.0,0.0,0.0173124484748556,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7877984084880634,0.346058091286307,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.957446808510638,0.0173124484748556,0.0030674846625767,0.0,0.6008453588487787,0.5608037432734041,0.4200668984179316,0.4531604069595901,0.4942133700655409,0.5717700476124298,0.8535472376152233,0.7967085497937898,0.5939615133270697
145,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1785714286222227,0.5833333333333334,0.0,0.0,0.0,0.9809523809523808,0.8636363635261697,0.0,0.0,1.0,1.0,0.3256863481627844,0.0180967873644401,0.5305466237942122,0.6340136054421768,0.0,0.0,0.0,0.0,0.3463230672532998,1.0,0.0,0.0173124484748556,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7877984084880634,0.346058091286307,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.588235295778599,0.957446808510638,0.0173124484748556,0.0030674846625767,0.0,0.5477615400683642,0.5679038203943997,0.4219404904107069,0.4735098841815651,0.480675005996547,0.6056330341187761,0.8455737021441263,0.7711956975099438,0.5598089312493992
150,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3307634448398528,0.0180967873644401,0.527331189710611,0.6353741496598639,0.0,0.0,0.0,0.0,0.3500942803268385,1.0,0.0,0.0282357790601813,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.350207468879668,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9414893617021276,0.0282357790601813,0.0030674846625767,0.0,0.5466972756465724,0.5577178920962432,0.4186633942816577,0.4650829809954723,0.5522961227192981,0.6093663311947316,0.839023054307797,0.8572041145261771,0.7136104776960959
155,0.8571428571428612,0.0,0.0,0.7333333333333333,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3307634448398528,0.0180967873644401,0.527331189710611,0.6353741496598639,0.0,0.0,0.0,0.0,0.3500942803268385,1.0,0.0,0.0282357790601813,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7347480106100797,0.350207468879668,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.7058823474046712,0.9414893617021276,0.0282357790601813,0.0030674846625767,0.0,0.5838604361310032,0.5749994475464716,0.4266277732975195,0.4658003873095466,0.5086975013323127,0.5847060252539567,0.8551579183698417,0.8086447978193522,0.6228004153697657
160,0.8571428571428612,0.0,0.0,0.9333333333333332,0.0,0.0,0.1547619047111105,0.5,0.0,0.0,0.0,0.9904761904761904,0.9090909091790644,0.0,0.0,1.0,1.0,0.3341481759177831,0.0180967873644401,0.5321543408360129,0.6340136054421768,0.0,0.0,0.0,0.0,0.3526084223758642,1.0,0.0,0.02679307502061,0.0,0.047808764940239,1.0000000000000002,0.0,0.0,0.0249999999999999,0.0,0.7984084880636604,0.3526970954356846,0.0,0.0,0.2000000000000001,0.00305810397567,0.0,0.3529411737023356,0.9148936170212764,0.02679307502061,0.0030674846625767,0.0,0.6252507387149969,0.5611132183849049,0.4219404904107069,0.4163154520932837,0.471140420132225,0.5790733194212973,0.8694478861799579,0.7922314430609434,0.5661804125884067
