,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Engine Operating Time,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,ABV Learning Value,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage,Seat Switch State,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle
50,1007,0.777050013,0,0.09765592,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.99998426,13.96874464,509,742,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.414061882,0.01952941,1,1820,10600,1824,180.0,1,2,84,0,2.884,1.872,-15.00234138,40,48,0.277343608,0.214843024,12.93721958,0.869137688,14.8813392,0.224608616,0,-0.88476,1.88054,0.1836,-2.41815,-0.06943,7.90086,-0.48141,88.37955,51.52631
55,1007,0.777050013,0,0.09765592,0,855.6666632,11.24956862,-0.469058826,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.76560935,13.96874464,505,737,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.402343135,0.01952941,1,1844,10600,1824,180.0,1,2,84,0,2.82,1.86,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.87890328,15.07757664,0.224608616,0,-1.06748,2.06326,0.00087,-3.78046,1.51553,11.13544,7.34355,111.38577,57.70411
60,1007,0.777050013,0,0.09765592,0,855.6666632,11.24956862,-0.469058826,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.76560935,13.96874464,505,737,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.402343135,0.01952941,1,1844,10600,1824,180.0,1,2,84,0,2.82,1.86,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.87890328,15.07757664,0.224608616,0,-2.41035,-1.90415,0.12327,-1.88904,0.38068,10.49619,2.04428,101.33033,56.92543
65,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,41.10935921,13.96874464,509,743,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.42187438,0.01952941,1,1831,10600,1824,180.0,1,2,84,0,2.74,1.876,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.87890328,14.97128136,0.224608616,0,0.64171,-1.72055,-0.12152,-1.6544,-1.52271,8.3007,-10.19867,47.86148,49.09336
70,1007,0.777050013,0,0.09765592,0,855.6666632,13.12454902,1.405921566,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,40.85935931,13.96874464,514,752,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1765,10600,1824,180.0,1,2,84,0,2.708,1.864,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.874020484,14.4316284,0.224608616,0,1.55706,-1.47663,-0.30424,-1.82439,-1.05583,8.54251,-6.892,60.24347,52.1009
75,1007,0.777050013,0,0.09765592,0,855.6666632,13.12454902,1.405921566,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,40.85935931,13.96874464,514,752,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1765,10600,1824,180.0,1,2,84,0,2.708,1.864,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.874020484,14.4316284,0.224608616,0,0.76323,-0.56128,0.00087,-3.28725,-0.09576,8.77954,-0.58527,88.36682,51.38169
80,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.78123434,13.96874464,508,741,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1811,10600,1824,180.0,1,2,84,0,2.72,1.864,-15.00234138,40,48,0.277343608,0.214843024,13.24970977,0.864254892,14.80775016,0.224608616,0,1.49587,-0.01137,0.06207,-2.10211,1.40062,10.66856,7.33975,123.36376,61.39036
85,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.78123434,13.96874464,508,741,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1811,10600,1824,180.0,1,2,84,0,2.72,1.864,-15.00234138,40,48,0.277343608,0.214843024,13.24970977,0.864254892,14.80775016,0.224608616,0,-0.21332,3.03982,0.42839,-1.75735,-1.58257,8.32704,-10.53413,48.52451,50.58601
90,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,41.01560925,13.96874464,509,742,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.417968131,0.01952941,1,1811,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,13.18721173,0.883786076,14.80775016,0.224608616,0,-0.63996,3.03982,0.24479,-3.31598,2.04227,10.00058,10.97,120.87951,62.40835
95,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,41.01560925,13.96874464,509,742,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.417968131,0.01952941,1,1811,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,13.18721173,0.883786076,14.80775016,0.224608616,0,2.0449,2.30806,0.30599,-4.0127,1.18034,11.92073,5.36105,106.07522,56.42587
100,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,41.03123424,13.96874464,509,744,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.417968131,0.01952941,1,1823,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.859372096,14.90586888,0.224608616,0,0.03147,-2.14807,0.67231,-1.69749,-0.84036,8.53772,-5.51424,63.87809,51.58746
105,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,41.03123424,13.96874464,509,744,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.417968131,0.01952941,1,1823,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.859372096,14.90586888,0.224608616,0,-0.70116,-1.84295,0.36719,-2.82516,-1.87465,7.97269,-12.49649,57.36248,44.88313
110,1007,0.777050013,0,0.102538716,0,855.6666632,11.71831372,-0.000313728,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.51560944,13.96874464,504,739,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.386718139,0.01952941,1,1831,10600,1824,180.0,1,2,84,0,2.676,1.848,-15.00234138,40,48,0.277343608,0.214843024,12.99971762,0.87890328,14.97128136,0.224608616,0,-0.33484,0.41528,-0.24305,-1.3623,-0.95049,9.38527,-5.7233,55.27893,54.50773
115,1007,0.777050013,0,0.09765592,0,855.6666632,12.65580392,0.937176468,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.95310927,13.96874464,513,750,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.414061882,0.01952941,1,1780,10600,1824,180.0,1,2,84,0,2.884,1.872,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.87890328,14.5542768,0.224608616,0,-2.41035,1.39183,-0.42664,-2.71503,0.498,9.44513,2.90091,100.25301,55.9538
120,1007,0.777050013,0,0.09765592,0,855.6666632,12.65580392,0.937176468,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.95310927,13.96874464,513,750,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.414061882,0.01952941,1,1780,10600,1824,180.0,1,2,84,0,2.884,1.872,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.87890328,14.5542768,0.224608616,0,-1.86131,-1.29304,-0.30424,-3.6823,0.89543,10.71165,4.52003,103.40131,55.82487
125,1007,0.777050013,0,0.092773124,0,855.6666632,13.59329411,1.874666664,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,40.57810942,13.96874464,513,753,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.390624388,0.01952941,1,1756,10600,1824,180.0,1,2,84,0,2.836,1.852,-15.00234138,40,48,0.277343608,0.214843024,13.18721173,0.859372096,14.35803936,0.224608616,0,-0.70116,-1.65935,-0.24305,-1.3264,-0.7446,8.78912,-4.78847,60.83986,54.77124
130,1007,0.777050013,0,0.092773124,0,855.6666632,13.59329411,1.874666664,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,40.57810942,13.96874464,513,753,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.390624388,0.01952941,1,1756,10600,1824,180.0,1,2,84,0,2.836,1.852,-15.00234138,40,48,0.277343608,0.214843024,13.18721173,0.859372096,14.35803936,0.224608616,0,1.31314,-0.6216,-0.18272,-1.64482,-1.66397,9.27515,-10.01767,45.10964,52.1241
135,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.03123424,13.96874464,509,741,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.417968131,0.01952941,1,1822,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,12.93721958,0.859372096,14.89769232,0.224608616,0,1.86218,-0.37768,-0.18272,-4.4604,0.75658,8.90643,4.34354,99.27333,51.72988
140,1007,0.777050013,0,0.092773124,0,855.6666632,12.65580392,0.937176468,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.71873436,13.96874464,511,744,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.402343135,0.01952941,1,1781,10600,1824,180.0,1,2,84,0,2.788,1.86,-15.00234138,40,48,0.277343608,0.214843024,12.99971762,0.883786076,14.56245336,0.224608616,0,0.64171,-0.37768,-0.36544,-2.66714,-0.55545,7.92241,-3.80153,78.45255,51.06752
145,1007,0.777050013,0,0.092773124,0,855.6666632,12.65580392,0.937176468,0,5,0,96.5625,10.31113724,14.99858822,0.999952896,128,28,40.71873436,13.96874464,511,744,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.402343135,0.01952941,1,1781,10600,1824,180.0,1,2,84,0,2.788,1.86,-15.00234138,40,48,0.277343608,0.214843024,12.99971762,0.883786076,14.56245336,0.224608616,0,-2.41035,1.02639,-0.12152,-2.12366,-1.00078,10.39803,-5.38708,64.98195,52.87333
150,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.1406092,13.96874464,509,745,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.425780629,0.01952941,1,1834,10600,1824,180.0,1,2,84,0,2.708,1.88,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.869137688,14.99581104,0.224608616,0,-2.47154,-0.98792,-0.54816,-2.34872,1.35512,10.67096,7.06987,119.6636,60.08571
155,1007,0.777050013,0,0.092773124,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.1406092,13.96874464,509,745,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.425780629,0.01952941,1,1834,10600,1824,180.0,1,2,84,0,2.708,1.88,-15.00234138,40,48,0.277343608,0.214843024,13.12471369,0.869137688,14.99581104,0.224608616,0,-0.33484,2.42958,0.48871,-2.32956,-0.07901,8.86812,-0.49371,88.0788,51.39974
160,1007,0.777050013,0,0.107421512,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.42185909,13.96874464,512,744,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.441405625,0.01952941,1,1827,10600,1824,180.0,1,2,84,0,2.804,1.892,-15.00234138,40,48,0.277343608,0.214843024,12.74972546,0.844723708,14.93857512,0.224608616,0,2.0449,-0.31648,-0.12152,-3.65117,-1.31441,8.45633,-8.12135,70.82421,44.44483
165,1007,0.777050013,0,0.107421512,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.42185909,13.96874464,512,744,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.441405625,0.01952941,1,1827,10600,1824,180.0,1,2,84,0,2.804,1.892,-15.00234138,40,48,0.277343608,0.214843024,12.74972546,0.844723708,14.93857512,0.224608616,0,0.0918,-1.17151,0.61111,-2.68629,0.39745,7.96312,2.70764,98.26434,54.77793
170,1007,0.777050013,0,0.092773124,0,855.6666632,11.24956862,-0.469058826,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.32810913,13.96874464,508,734,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.433593127,0.01952941,1,1863,10600,1824,180.0,1,2,84,0,2.68,1.888,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.864254892,15.23293128,0.224608616,0,0.0918,2.06326,0.42839,-3.0598,-0.14365,10.91516,-0.726,87.34559,54.09848
175,1007,0.777050013,0,0.09765592,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.35935912,13.96874464,511,746,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.437499376,0.01952941,1,1829,10600,1824,180.0,1,2,84,0,2.768,1.888,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.869137688,14.95492824,0.224608616,0,-0.33484,2.8571,-0.18272,-3.2657,-3.14598,9.89284,-16.80316,47.39242,44.81752
180,1007,0.777050013,0,0.09765592,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,41.35935912,13.96874464,511,746,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.437499376,0.01952941,1,1829,10600,1824,180.0,1,2,84,0,2.768,1.888,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.869137688,14.95492824,0.224608616,0,-3.14298,-1.96447,-0.06032,-2.48518,-1.70946,9.22964,-10.1398,56.06567,49.48168
185,1007,0.777050013,0,0.102538716,0,855.6666632,13.12454902,1.405921566,0,5,0,98.4375,12.18611764,14.99858822,0.999952896,128,28,41.32810913,13.96874464,518,758,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.433593127,0.01952941,1,1764,10600,1824,180.0,1,2,84,0,2.72,1.888,-15.00234138,40,48,0.277343608,0.214843024,13.18721173,0.869137688,14.42345184,0.224608616,0,1.61826,-1.35424,-0.12152,-1.8651,-1.50595,8.53532,-9.77998,51.57053,50.18899
190,1007,0.777050013,0,0.102538716,0,855.6666632,13.12454902,1.405921566,0,5,0,98.4375,12.18611764,14.99858822,0.999952896,128,28,41.32810913,13.96874464,518,758,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.433593127,0.01952941,1,1764,10600,1824,180.0,1,2,84,0,2.72,1.888,-15.00234138,40,48,0.277343608,0.214843024,13.18721173,0.869137688,14.42345184,0.224608616,0,0.33659,-1.96447,0.30599,-1.18993,-1.91057,8.65265,-12.339,32.39908,51.70042
195,1007,0.777050013,0,0.092773124,0,855.6666632,10.78082353,-0.937803924,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,40.95310927,13.96874464,505,734,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.414061882,0.01952941,1,1861,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,12.99971762,0.864254892,15.21657816,0.224608616,0,-2.65427,-1.84295,0.06207,-0.86432,0.46927,11.17134,2.39822,118.4612,59.38
200,1007,0.777050013,0,0.092773124,0,855.6666632,10.78082353,-0.937803924,0,5,0,97.5,11.24862744,14.99858822,0.999952896,128,28,40.95310927,13.96874464,505,734,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.414061882,0.01952941,1,1861,10600,1824,180.0,1,2,84,0,2.708,1.872,-15.00234138,40,48,0.277343608,0.214843024,12.99971762,0.864254892,15.21657816,0.224608616,0,0.39779,0.11016,-0.24305,-2.4373,-1.94887,8.88728,-11.9409,52.09513,47.6513
205,1007,0.777050013,0,0.092773124,0,855.6666632,12.18705882,0.46843137,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,40.82810932,13.96874464,511,748,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1788,10600,1823,180.0,1,2,85,0,2.708,1.864,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.87890328,14.61968928,0.224608616,0,-2.22675,-0.43888,0.00087,-2.30562,-1.26892,8.42999,-8.26117,61.62775,49.54914
210,1007,0.777050013,0,0.087890328,0,855.6666632,10.78082353,-0.937803924,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,41.21873417,13.96874464,507,735,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.425780629,0.01952941,1,1864,10600,1823,180.0,1,2,85,0,2.74,1.88,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.87890328,15.24110784,0.224608616,0,-0.88476,-0.56128,-0.54816,-3.2657,-0.4525,9.27275,-2.63533,82.26473,50.27567
215,1007,0.777050013,0,0.087890328,0,855.6666632,10.78082353,-0.937803924,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,41.21873417,13.96874464,507,735,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.425780629,0.01952941,1,1864,10600,1823,180.0,1,2,85,0,2.74,1.88,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.87890328,15.24110784,0.224608616,0,-0.21332,1.27031,0.1836,-3.11487,-1.38145,8.14748,-8.99956,66.72552,46.10521
220,1007,0.777050013,0,0.09765592,0,855.6666632,12.65580392,0.937176468,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,40.78123434,13.96874464,514,754,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1761,10600,1823,180.0,1,2,85,0,2.74,1.864,-15.00234138,40,48,0.277343608,0.214843024,12.93721958,0.883786076,14.39892216,0.224608616,0,0.70291,-1.65935,0.42839,-3.632,1.91776,11.80821,8.82368,117.29805,59.25102
225,1007,0.777050013,0,0.09765592,0,855.6666632,12.65580392,0.937176468,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,40.78123434,13.96874464,514,754,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.406249384,0.01952941,1,1761,10600,1823,180.0,1,2,85,0,2.74,1.864,-15.00234138,40,48,0.277343608,0.214843024,12.93721958,0.883786076,14.39892216,0.224608616,0,2.65601,0.78159,0.30599,-1.39104,-2.93768,8.55928,-18.7149,26.25423,49.55045
230,1007,0.777050013,0,0.09765592,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,41.20310918,13.96874464,511,749,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.425780629,0.01952941,1,1817,10600,1823,180.0,1,2,85,0,2.72,1.88,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.864254892,14.85680952,0.224608616,0,3.32745,-0.43888,0.30599,-2.05183,0.17,11.03967,0.86737,94.70941,56.66187
235,1007,0.777050013,0,0.09765592,0,855.6666632,11.71831372,-0.000313728,0,5,0,97.03125,11.24862744,14.99858822,0.999952896,128,28,41.20310918,13.96874464,511,749,-3.28e-05,-1.64e-05,-3.28e-05,-1.64e-05,2.425780629,0.01952941,1,1817,10600,1823,180.0,1,2,85,0,2.72,1.88,-15.00234138,40,48,0.277343608,0.214843024,13.06221566,0.864254892,14.85680952,0.224608616,0,-0.88476,-2.14807,0.36719,-0.68715,-0.84993,9.52414,-5.0864,39.0527,55.77348
