ECU Absolute Time,Atmospheric Pressure,Inclination Switch,Fault Code Count,Ignition Coil Current Diagnosis,Fault Light Mileage,Engine Operating Time,Ignition Advance Angle,Idling Correction Ignition Angle,Fuel Injection Prohibition Mode,Injection Mode,Bypass Delay Correction,ABV Opening,ABV Idling Correction,ABV Learning Value,Lambda Setting,Air-Fuel Ratio Rich,Closed Loop Control,Air Flow,Throttle Valve Air Flow,Intake Manifold Pressure,Intake Manifold Front Pressure,MFF_AD_ADD_MMV_REL,MFF_AD_FAC_MMV_REL,MFF_AD_ADD_MMV,MFF_AD_FAC_MMV,Fuel Injection Quantity,MFF_WUP_COR,Ignition Mode,Engine RPM,Engine RPM Limit,Idling Target RPM,Fuel Injection Start Angle,Fuel Pump State,Engine State,Engine Temperature,Water Temperature PWM,Ignition Magnetization Time,Fuel Injection Time,Closed Loop Fuel Correction,Intake Temperature,Combustion Chamber Intake Temperature,TPS Opening,TPS Idling Learning Value,Battery Voltage,O2 Voltage,Vehicle Speed,TPS Voltage,Seat Switch State,Absolute Time,X-axis Angular Velocity,Y-axis Angular Velocity,Z-axis Angular Velocity,X-axis Acceleration,Y-axis Acceleration,Z-axis Acceleration,X-axis Angle,Y-axis Angle,Z-axis Angle,Action
2023-04-17 14:16:52.852998912+08:00,1007,0.777050013,0,0.092773124,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.17185957,13.90624466,505,747,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.355468147,0.015623528,1,1803,10600,1822,180,1,2,87,0,2.788,1.824,-15.00234138,40,49,0.277343608,0.214843024,13.24970977,0.87890328,14.74233768,0.224608616,0,2023-04-17 14:16:53.159000+08:00,1.73979,-1.41543,-0.12152,-2.37267,0.50279,11.28148,2.4973,101.87417,57.05053,Idle 1
2023-04-17 14:16:52.852998912+08:00,1007,0.777050013,0,0.092773124,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.17185957,13.90624466,505,747,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.355468147,0.015623528,1,1803,10600,1822,180,1,2,87,0,2.788,1.824,-15.00234138,40,49,0.277343608,0.214843024,13.24970977,0.87890328,14.74233768,0.224608616,0,2023-04-17 14:16:53.209000+08:00,1.06835,-0.744,0.06207,-2.69109,-0.40222,6.32549,-3.34869,81.73273,47.694,Idle 1
2023-04-17 14:16:52.852998912+08:00,1007,0.777050013,0,0.092773124,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.17185957,13.90624466,505,747,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.355468147,0.015623528,1,1803,10600,1822,180,1,2,87,0,2.788,1.824,-15.00234138,40,49,0.277343608,0.214843024,13.24970977,0.87890328,14.74233768,0.224608616,0,2023-04-17 14:16:53.261000+08:00,1.67946,1.27031,0.06207,-1.56102,-1.83395,8.73166,-11.6817,40.94782,50.80284,Idle 1
2023-04-17 14:16:52.852998912+08:00,1007,0.777050013,0,0.092773124,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.17185957,13.90624466,505,747,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.355468147,0.015623528,1,1803,10600,1822,180,1,2,87,0,2.788,1.824,-15.00234138,40,49,0.277343608,0.214843024,13.24970977,0.87890328,14.74233768,0.224608616,0,2023-04-17 14:16:53.321000+08:00,-1.2502,-0.6216,0.30599,-1.27612,2.03987,11.19528,10.26144,147.63652,63.51215,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.374000+08:00,2.77754,1.20911,0.1836,-2.30084,0.16521,8.77954,1.04282,94.06184,55.37993,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.424000+08:00,1.86218,-0.92759,0.06207,-1.85072,-0.27773,10.83855,-1.44688,81.50751,55.92935,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.480000+08:00,1.31314,0.35495,-0.12152,-2.55223,-1.46764,8.4276,-9.46257,60.68029,48.4296,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.533000+08:00,-0.94508,-0.07256,0.36719,-2.4373,2.09972,10.82658,10.71404,130.18066,62.51418,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.583000+08:00,-2.04403,-0.31648,0.30599,-2.16197,-3.25371,7.84102,-21.80299,35.26065,44.1599,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.635000+08:00,-0.51844,-1.72055,0.24479,-1.14923,0.74939,11.59991,3.67839,123.02895,59.58202,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.685000+08:00,1.55706,-1.23271,-0.18272,-2.55223,-2.55461,8.64067,-15.83012,46.11017,45.52888,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.745000+08:00,0.94683,0.53767,-0.12152,-4.5849,0.80925,9.06685,4.55396,99.63509,50.9963,Idle 1
2023-04-17 14:16:53.304125184+08:00,1007,0.777050013,0,0.107421512,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.40623448,13.90624466,503,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1848,10600,1822,180,1,2,87,0,2.976,1.836,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.90331726,15.11028288,0.224608616,0,2023-04-17 14:16:53.794000+08:00,-1.61651,1.69695,0.24479,-2.51871,-1.84831,9.23923,-10.92418,54.38247,48.08362,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:53.842000+08:00,-0.88476,1.3315,0.12327,-2.26732,-1.81241,7.82664,-12.53983,52.18223,46.85212,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:53.897000+08:00,1.43467,0.29375,0.00087,-3.37105,0.58658,11.5592,2.78903,99.73399,55.79144,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:53.946000+08:00,0.76323,-1.11032,-0.12152,-3.11726,-1.24498,7.82425,-8.40848,68.83959,45.81391,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:54.005000+08:00,0.33659,-0.19496,-0.18272,-4.39337,0.95529,9.39006,5.26479,101.85826,53.40222,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:54.055000+08:00,-1.67771,1.14791,0.36719,-2.71742,-0.59375,7.97987,-4.02892,77.90766,50.11956,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:54.105000+08:00,-1.49499,0.23255,0.12327,-3.04543,1.73581,9.99101,9.43564,119.10059,60.49479,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:54.154000+08:00,0.03147,-1.41543,0.1836,-3.51949,-0.62248,13.36922,-2.57811,80.0847,52.91498,Idle 1
2023-04-17 14:16:53.753843968+08:00,1007,0.777050013,0,0.087890328,0,855.6666632,11.24956862,-0.469058826,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.03123463,13.90624466,501,735,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.347655649,0.015623528,1,1834,10600,1822,180,1,2,87,0,2.916,1.82,-15.00234138,40,49,0.277343608,0.214843024,13.06221566,0.874020484,14.99581104,0.224608616,0,2023-04-17 14:16:54.203000+08:00,1.12955,-0.92759,-0.12152,-3.88818,-0.16519,8.27914,-1.03467,87.64479,47.9612,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.255000+08:00,-1.49499,-0.50008,0.36719,-3.61765,-0.06464,8.84657,-0.38747,89.00195,50.30463,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.304000+08:00,-0.70116,-0.6216,0.06207,-2.19789,-2.39899,8.16423,-15.84071,43.56672,45.80209,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.354000+08:00,1.49587,-0.25616,0.00087,-3.75652,1.53229,11.97101,6.96294,111.78488,57.56035,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.409000+08:00,-0.63996,-1.78175,-0.12152,-3.94565,-0.89304,7.56567,-5.97482,77.7606,41.97918,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.468000+08:00,1.06835,-1.23271,-0.12152,-4.59209,-0.60333,10.31902,-3.05769,82.73631,46.5134,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.517000+08:00,-1.00628,-1.04912,0.1836,-2.78687,0.00719,8.85616,0.04436,90.14549,52.8194,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.568000+08:00,0.58051,0.53767,-0.18272,-2.64081,0.23703,8.19057,1.57771,95.04536,53.68406,Idle 1
2023-04-17 14:16:54.202683904+08:00,1007,0.777050013,0,0.09765592,0,855.6666632,12.18705882,0.46843137,0,5,0,94.21875,9.373647048,14.99858822,0.999952896,128,28,40.48435945,13.90624466,507,734,-3.28E-05,-1.64E-05,-3.28E-05,-1.64E-05,2.371093143,0.015623528,1,1809,10600,1822,180,1,2,87,0,2.74,1.836,-15.00234138,40,49,0.277343608,0.214843024,12.93721958,0.864254892,14.79139704,0.224608616,0,2023-04-17 14:16:54.618000+08:00,1.06835,2.06326,-0.06032,-3.76848,0.61531,12.5983,2.67905,99.13898,55.0555,Idle 1
